equipment_id,model_number,description,client_id,plant_code,technical_fault_code,created_at_date,closed_at_date,city,client_sf
10007258,FSEC05210DXDNR1,pac1 lp alarm ,BAIBM00003,IN11,BO1 -  BLOWER INTERNAL SOUND.,2020-10-01,2020-12-10,BA,IBM
10007260,FSEC05210DXDNR1,7th floor server room pac 1 lp,BAIBM00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-10-28,2021-11-25,BA,IBM
10007261,FSEC05210DXDNR1,7th floor data center pac 2 lp,BAIBM00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2024-02-28,2024-04-09,BA,IBM
10007262,FSEC05210DXDNR1,7th floor hub room pac 3 lp,BAIBM00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2023-09-11,2023-09-30,BA,IBM
10007262,FSEC05210DXDNR1,IBM D4 7th floor data center pac 3 lp,BAIBM00003,IN11,C009 - PAC UNIT HAVING LOW PRESSURE.,2025-01-22,,BA,IBM
10007263,FSEC05210DXDNR1,IBM D4 data center pac 4 lp,BAIBM00003,IN11,SR1 - TO CHECK THE UNIT STATUS.,2024-08-09,2024-09-14,BA,IBM
10007266,FSEC05210DXDNR1,5th floor pac 1 lp ibm d4,BAIBM00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2023-03-28,2023-04-08,BA,IBM
10007266,FSEC05210DXDNR1,5th floor pac 2 no cooling,BAIBM00003,IN11,C12 - TERMINAL WIRE BURNT,2023-05-31,2023-06-12,BA,IBM
10007266,FSEC05210DXDNR1,Ibm D4 5th floor server room Pac 1 lp,BAIBM00003,IN11,C009 - PAC UNIT HAVING LOW PRESSURE.,2025-01-10,,BA,IBM
10007278,FSEC06520DXDNR1,pac 24 com 2 lp,BAARR00002,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-04-16,2021-10-01,BA,ARR
10007278,FSEC06520DXDNR1,pac 24 com 2 lp,BAARR00002,IN11,CO1 - COMMISSIONING OF UNITS ON SITE.,2021-07-12,2021-08-03,BA,ARR
10007278,FSEC06520DXDNR1,Pac 24 .3RD FLOOR display blank ,BAARR00002,IN11,SR1 - TO CHECK THE UNIT STATUS.,2023-02-27,2023-03-23,BA,ARR
10007278,FSEC06520DXDNR1,Pac 24 .3RD FLOOR display blank ,BAARR00002,IN11,K08 - SMPS FAILURE,2023-02-27,2023-03-15,BA,ARR
10007278,FSEC06520DXDNR1,pac 24 lvm not working,BAARR00002,IN11,K08 - SMPS FAILURE,2023-03-14,2023-03-15,BA,ARR
10007278,FSEC06520DXDNR1,3rd floor pac 24 com 2 lp,BAARR00002,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2023-09-04,2023-09-30,BA,ARR
10007279,FSEC06520DXDNR1,Pac 1 water leak,BAARR00002,IN11,WAT1 - PAC INSIDE WATER ACCUMULATIONN.,2024-09-30,2024-09-30,BA,ARR
10007280,FSEC06520DXDNR1,3rd floor pac 20 com 2 lp,BAARR00002,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2024-01-11,2024-02-14,BA,ARR
10007283,FSEC06520DXDNR1,3rd floor gateway lab 19 com 2 lp,BAARR00002,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-01-19,2021-02-05,BA,ARR
10007283,FSEC06520DXDNR1,Pac Humidity high Alarm & Sensor fail alarm,BAARR00002,IN11,RH2 - RAHS RECALLIBIRATION.,2021-10-07,2021-11-06,BA,ARR
10007288,FSEC02710DXDNR1,DC 2 tarice pac 1 lp,BAHEW00010,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-08-13,2021-08-18,BA,HEW
10007288,FSEC02710DXDNR1,pac 1 compressor not working,BAHEW00010,IN11,CO1 - COMP. TAKING HIGH AMPHERE.,2022-01-06,2022-02-10,BA,HEW
10007292,FSEC10020DXDNR1,pac 4 com 2 lp,BAHEW00010,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2022-01-20,2022-02-10,BA,HEW
10007337,FSEC03510DXDNR1,Akash lab pac 3 outdoor fan not working,BACIS00009,IN11,CF1 - CDS. FAN JAM.,2022-04-09,2022-05-07,BA,CIS
10007338,FSEC03510DXDNR1,Aakash lab pac 1 outdoor fan stuck ,BACIS00009,IN11,CF1 - CDS. FAN JAM.,2022-03-07,2022-03-31,BA,CIS
10007339,FSEC03510DXDNR1,bgl 12 akash lab pac 2 indoor fan not working,BACIS00009,IN11,B07 - BLOWER BEARING JAM,2021-01-06,2021-02-05,BA,CIS
10007350,FSEC09000CWUFR0,pac bms not happening ,BACIS00009,IN11,BM2 - BUS DRIVE FAULTY.,2020-01-31,2020-02-10,BA,CIS
10007350,FSEC09000CWUFR0,bgl 13 shutdown ,BACIS00009,IN11,SHT1 - PLANNED SHUTDOWN,2021-04-10,2021-07-08,BA,CIS
10007355,FSEC05420DXDNR1,Pac 1 Lp alarm,BASAS00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2023-11-14,2024-01-30,BA,SAS
10007355,FSEC05420DXDNR1,pac 1 com 2 lp alarm ,BASAS00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2024-01-10,2024-01-30,BA,SAS
10007355,FSEC05420DXDNR1,no cooling ,BASAS00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2024-03-12,2024-03-30,BA,SAS
10007356,FSEC05420DXDNR1,pac 2 hp alarm ,BASAS00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2020-05-13,2020-08-03,BA,SAS
10007356,FSEC05420DXDNR1,PAC 2 AIRFLOW ALARAM ,BASAS00001,IN11,BO6  - BLOWER CONTACTOR OR MCB DEFECTIVE.,2023-12-28,2024-01-09,BA,SAS
10007356,FSEC05420DXDNR1,Pac 2 hp,BASAS00001,IN11,CF1 - CDS. FAN JAM.,2024-08-12,2024-09-30,BA,SAS
10007356,FSEC05420DXDNR1,pac 2 airflow ,BASAS00001,IN11,BO6  - BLOWER CONTACTOR OR MCB DEFECTIVE.,2024-08-22,2024-09-14,BA,SAS
10007357,FSEC05420DXDNR1,pac 3 com 2 lp,BASAS00001,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2024-04-16,2024-06-25,BA,SAS
10007357,FSEC05420DXDNR1,pac 3 lp ,BASAS00001,IN11,DR1 - DRIER CHOKE.,2024-08-12,2024-08-16,BA,SAS
10007357,FSEC05420DXDNR1,Pac 3 com 2 Lp ,BASAS00001,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2024-10-21,2024-12-13,BA,SAS
10007357,FSEC05420DXDNR1,PAC-3 abnormal sound ,BASAS00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2024-11-06,2024-11-15,BA,SAS
10007366,FBAS02210DXDNR1,T A Ups room pac 2 lp,BAACC00004,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-08-04,2020-12-10,BA,ACC
10007366,FBAS02210DXDNR1,Bdc 7 T A ups room pac 2 lp,BAACC00004,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-04-16,2021-07-31,BA,ACC
10007368,FBAS02510DXDNR1,pac sequencing not happening,BAFLI00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2020-09-02,2020-09-09,BA,FLI
10007368,FBAS02510DXDNR1,pac 1 sensor fail ,BAMSD00001,IN11,RT1 - RATS FAULTY,2022-03-29,2022-07-05,BA,MSD
10007368,FBAS02510DXDNR1,pac 2 sensor fail,BAMSD00001,IN11,RT1 - RATS FAULTY,2022-06-13,2022-06-27,BA,MSD
10007369,FBAS02510DXDNR1,pac 3 lp alarm ,BAHIN00002,IN11,CO1 - COMMISSIONING OF UNITS ON SITE.,2020-03-09,2020-06-01,BA,HIN
10007369,FBAS02510DXDNR1,Pac water leakage,BAFLI00001,IN11,DP2 - DRAIN PIPE CHOKE.,2020-05-29,2020-06-01,BA,FLI
10007369,FBAS02510DXDNR1,pac 2 water leak,BAFLI00001,IN11,DP2 - DRAIN PIPE CHOKE.,2020-06-17,2020-06-25,BA,FLI
10007369,FBAS02510DXDNR1,pac 2 sensor not working,BAMSD00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2022-12-23,2023-02-02,BA,MSD
10007370,FBAS02510DXDNR1,1st floor pac 2 outdoor fan not working ,BAFLI00001,IN11,CF1 - CDS. FAN JAM.,2020-10-13,2020-12-09,BA,FLI
10007371,FBAS03510DXDNR1,pac 1 lp alram,BAEMU00001,IN11,DR2 - DRIER FLARE NUT SIDE LEAK.,2020-03-09,2020-06-01,BA,EMU
10007371,FBAS03510DXDNR1,pac 2 out door fan not working,BAEMU00001,IN11,CF1 - CDS. FAN JAM.,2020-07-08,2020-09-12,BA,EMU
10007371,FBAS03510DXDNR1,pac 1 lp alram,BAEMU00001,IN11,CO1 - COMMISSIONING OF UNITS ON SITE.,2021-12-09,2022-01-14,BA,EMU
10007371,FBAS03510DXDNR1,pac 1 outdoor fan not working,BAEMU00001,IN11,CF1 - CDS. FAN JAM.,2021-12-24,2022-01-12,BA,EMU
10007371,FBAS03510DXDNR1,pac 1 water leak,BAEMU00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2023-04-07,2023-05-04,BA,EMU
10007372,FBAS03510DXDNR1,Pac 2 compressor not working ,BAEMU00001,IN11,CO1 - COMP. TAKING HIGH AMPHERE.,2020-10-01,2020-12-10,BA,EMU
10007372,FBAS03510DXDNR1,pac 2 lp alram,BAEMU00001,IN11,EX1 - EXV CHOKE.,2021-12-24,2022-01-12,BA,EMU
10007372,FBAS03510DXDNR1,pac 2 lp alram,BAEMU00001,IN11,DR2 - DRIER FLARE NUT SIDE LEAK.,2021-12-29,2022-01-12,BA,EMU
10007373,FSEC03510DXDNR1,pac 2 outdoor fan not working,BAERN00002,IN11,CF1 - CDS. FAN JAM.,2020-07-08,2020-08-01,BA,ERN
10007373,FSEC03510DXDNR1,pac 2 lp alram,BAERN00002,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2022-06-01,2022-06-17,BA,ERN
10007374,FSEC03510DXDNR1,pac 2 display not working ,BAERN00002,IN11,KO1 - CONTROLLER SCREEN BLANK .,2022-06-24,2022-07-05,BA,ERN
10007374,FSEC03510DXDNR1,pac 1 not on ,BAERN00002,IN11,CO7 - COMP. CONTACTOR OR MCB FAULTY.,2024-02-20,2024-09-30,BA,ERN
10007383,FSEC04310DXDNR1,7th floor server room pac 1 outdoor fan stuck,BATEX00001,IN11,CF1 - CDS. FAN JAM.,2020-11-28,2020-12-10,BA,TEX
10007383,FSEC04310DXDNR1,pac 1  lp alram,BATEX00001,IN11,DR1 - DRIER CHOKE.,2020-12-11,2021-02-03,BA,TEX
10007383,FSEC04310DXDNR1,pac 1 lp alram,BATEX00001,IN11,SL6 - LEAK THROUGH LP SWITCH,2023-02-17,2023-03-15,BA,TEX
10007383,FSEC04310DXDNR1,Pac 1 Lp alarm ,BATEX00001,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2023-02-27,2023-03-15,BA,TEX
10007383,FSEC04310DXDNR1,pac shutdown ,BATEX00001,IN11,SHT1 - PLANNED SHUTDOWN,2024-11-23,2024-11-26,BA,TEX
10007386,FSEC0431ACWDNR1,pac 1 outdoor fan not working,BAINT00001,IN11,CF1 - CDS. FAN JAM.,2023-06-17,2023-07-27,BA,INT
10007386,FSEC0431ACWDNR1,pac 2 no cooling,BAINT00001,IN11,CF1 - CDS. FAN JAM.,2023-07-17,2023-08-17,BA,INT
10007388,FSEC1052ACWDPR1,pac 3 com  2 compressor not working,BAHEW00001,IN11,CO1 - COMP. TAKING HIGH AMPHERE.,2021-11-22,2021-12-13,BA,HEW
10007389,FSEC1052ACWDPR1,pac 9 com 2 lp,BAHPP00001,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-08-23,2021-10-01,BA,HPP
10007389,FSEC1052ACWDPR1,Pac 9 com 1 compressor not working,BAHEW00001,IN11,CO6 -  COMP. GROUND.,2023-01-09,2023-04-08,BA,HEW
10007390,FSEC1052ACWDPR1,pac bms not happening ,BAHEW00001,IN11,BM4 - UNIT IP ADDRESS WRONG,2020-02-18,2020-02-28,BA,HEW
10007390,FSEC1052ACWDPR1,pac 5  com 2 compressor not working,BAHEW00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2020-12-16,2021-02-05,BA,HEW
10007390,FSEC1052ACWDPR1,pac 2 compressor not working,BAHEW00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2021-04-28,2024-02-12,BA,HEW
10007390,FSEC1052ACWDPR1,pac -5 not working ,BAHPP00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2023-06-20,2023-06-30,BA,HPP
10007391,FSEC1052ACWDPR1,pac 10 com 2 hp lp ,BAHPP00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2020-03-10,2020-09-12,BA,HPP
10007391,FSEC1052ACWDPR1,pac 10 com 2 compressor not working,BAHEW00001,IN11,BO1 -  BLOWER INTERNAL SOUND.,2020-12-16,2021-02-03,BA,HEW
10007391,FSEC1052ACWDPR1,HP pritech pac 10 com 1 outdoor fan stuck ,BAHEW00001,IN11,CF1 - CDS. FAN JAM.,2021-04-19,2021-07-08,BA,HEW
10007391,FSEC1052ACWDPR1,pac 10 com 1 and 2 outdoor fan not working,BAHPP00001,IN11,CF1 - CDS. FAN JAM.,2021-07-27,2021-09-04,BA,HPP
10007391,FSEC1052ACWDPR1,pac 10 com 1 compressor not working,BAHPP00001,IN11,CO6 -  COMP. GROUND.,2021-08-23,2021-11-25,BA,HPP
10007391,FSEC1052ACWDPR1,Pac 10 high pressure alarm ,BAHPP00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2024-03-11,2024-03-30,BA,HPP
10007392,FSEC1052ACWDPR1,pac 7 com 1 lp alarm ,BAHEW00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2020-02-19,2020-06-06,BA,HEW
10007393,FSEC1052ACWDPR1,pac 2 com 2 lp,BAHPP00001,IN11,CO1 - COMMISSIONING OF UNITS ON SITE.,2020-01-23,2020-02-10,BA,HPP
10007393,FSEC1052ACWDPR1,pac 8 com 2 outdoor fan not working,BAHEW00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2020-02-20,2020-07-09,BA,HEW
10007393,FSEC1052ACWDPR1,Pac- 2 & 10 HP & LP Alarm,BAHPP00001,IN11,CF8 - CDS. FAN CONNECTOR BURNT,2020-06-04,2021-04-03,BA,HPP
10007393,FSEC1052ACWDPR1,pac 4 com 2 lp,BAHPP00001,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-07-27,2021-11-02,BA,HPP
10007393,FSEC1052ACWDPR1,pac 2 no cooling,BAHPP00001,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2023-10-03,2024-04-04,BA,HPP
10007394,FSEC1052ACWDPR1,pac 4 com 1 lp,BAHPP00001,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-06-23,2020-08-01,BA,HPP
10007394,FSEC1052ACWDPR1,pac 4 com 2 compressor not working,BAHEW00001,IN11,CO1 - COMP. TAKING HIGH AMPHERE.,2021-11-24,2021-12-13,BA,HEW
10007394,FSEC1052ACWDPR1,pac 4 lvm not working,BAHPP00001,IN11,BO3 -  BLOWER WIRING PROBLEM.,2023-04-10,2023-05-20,BA,HPP
10007395,FSEC1052ACWDPR1,pac 1 com 2 lp alarm ,BAHEW00001,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-10-08,2020-12-10,BA,HEW
10007395,FSEC1052ACWDPR1,pac 1com 1 compressor not working,BAHEW00001,IN11,CO1 - COMMISSIONING OF UNITS ON SITE.,2021-03-09,2021-10-01,BA,HEW
10007395,FSEC1052ACWDPR1,pac 1 com 1 and 2 lp,BAHPP00001,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-08-23,2021-09-04,BA,HPP
10007395,FSEC1052ACWDPR1,pac 1 com 1 outdoor fan not working,BAHPP00001,IN11,CF1 - CDS. FAN JAM.,2022-06-01,2022-06-27,BA,HPP
10007395,FSEC1052ACWDPR1,pac 1 com 2 compressor not working,BAHPP00001,IN11,CO7 - COMP. CONTACTOR OR MCB FAULTY.,2023-04-10,2023-05-24,BA,HPP
10007396,FSEC1052ACWDPR1,pac 7 com 2 outdoor fan not working ,BAHPP00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2020-03-10,2020-09-12,BA,HPP
10007396,FSEC1052ACWDPR1,pac 6 com 1 compressor not working,BAHPP00001,IN11,CO1 - COMP. TAKING HIGH AMPHERE.,2021-07-27,2021-09-04,BA,HPP
10007396,FSEC1052ACWDPR1,pac 6 com 2 lp,BAHPP00001,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-07-27,2021-11-02,BA,HPP
10007397,FSEC1052ACWDPR1,pac 3 com 2 lp,BAHPP00001,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-08-23,2021-09-04,BA,HPP
10007398,FSEC04310DXDNR1,pac 2 lp alram,BAERN00002,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2022-12-13,2022-12-27,BA,ERN
10007398,FSEC04310DXDNR1,pac 1 outdoor fan not working,BAERN00002,IN11,CF1 - CDS. FAN JAM.,2023-06-09,2023-07-03,BA,ERN
10007398,FSEC04310DXDNR1,pac 1 outdoor fan not working,BAERN00002,IN11,CF1 - CDS. FAN JAM.,2023-06-26,2023-07-03,BA,ERN
10007398,FSEC04310DXDNR1,pac 1 lp alram,BAERN00002,IN11,DR1 - DRIER CHOKE.,2023-12-08,2024-02-14,BA,ERN
10007409,FSEC10020DXDNR1,pac 2 water leak,BASAN00003,IN11,SR1 - TO CHECK THE UNIT STATUS.,2020-02-14,2020-03-13,BA,SAN
10007409,FSEC10020DXDNR1,pac 2 outdoor fan not working,BASAN00003,IN11,CF1 - CDS. FAN JAM.,2020-11-13,2020-12-09,BA,SAN
10007409,FSEC10020DXDNR1,pac 2 com 1 expenson vale not working,BASAN00003,IN11,EX1 - EXV CHOKE.,2020-11-18,2020-12-09,BA,SAN
10007409,FSEC10020DXDNR1,pac water leak,BASAN00003,IN11,WAT1 - PAC INSIDE WATER ACCUMULATIONN.,2021-05-05,2021-07-22,BA,SAN
10007409,FSEC10020DXDNR1,pac 2 com 1 compressor not working,BASAN00003,IN11,CO1 - COMP. TAKING HIGH AMPHERE.,2022-03-02,2022-03-31,BA,SAN
10007409,FSEC10020DXDNR1,pac 2 lp alram,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2023-05-03,2023-06-02,BA,SAN
10007409,FSEC10020DXDNR1,pac 2 water leak,BASAN00003,IN11,SR1 - TO CHECK THE UNIT STATUS.,2023-10-12,2023-11-09,BA,SAN
10007409,FSEC10020DXDNR1,pac 2 com 1 lp,BASAN00003,IN11,CO1 - COMP. TAKING HIGH AMPHERE.,2023-12-18,2024-02-10,BA,SAN
10007409,FSEC10020DXDNR1,pac 2 com 2 not working,BASAN00003,IN11,CO7 - COMP. CONTACTOR OR MCB FAULTY.,2024-02-14,2024-03-01,BA,SAN
10007409,FSEC10020DXDNR1,pac shutdown ,BASAN00003,IN11,C022 - PLANNED SHUDOWN AT SITE,2024-11-16,,BA,SAN
10007409,FSEC10020DXDNR1,Pac 3 compressor Lp alarm ,BASAN00003,IN11,C009 - PAC UNIT HAVING LOW PRESSURE.,2025-02-04,,BA,SAN
10007410,FSEC10020DXDNR1,pac 1 com 2 lp,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-01-24,2020-02-13,BA,SAN
10007410,FSEC10020DXDNR1,pac 1 com 1 compressor not working,BASAN00003,IN11,CO1 - COMP. TAKING HIGH AMPHERE.,2020-02-01,2020-02-15,BA,SAN
10007410,FSEC10020DXDNR1,Water leakage in Pac unit,BASAN00003,IN11,WAT1 - PAC INSIDE WATER ACCUMULATIONN.,2020-02-24,2020-03-13,BA,SAN
10007410,FSEC10020DXDNR1,pac 1 display not working,BASAN00003,IN11,SR1 - TO CHECK THE UNIT STATUS.,2020-03-12,2020-06-01,BA,SAN
10007410,FSEC10020DXDNR1,pac 1 com 2 lp,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-04-07,2020-05-26,BA,SAN
10007410,FSEC10020DXDNR1,pac com 2 lp,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-07-13,2020-09-12,BA,SAN
10007410,FSEC10020DXDNR1,pac 1 com 1 lp,BASAN00003,IN11,SL6 - LEAK THROUGH LP SWITCH,2020-08-12,2020-09-10,BA,SAN
10007410,FSEC10020DXDNR1,pac 1 com 2 lp,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-11-18,2020-12-09,BA,SAN
10007410,FSEC10020DXDNR1,PAC 1 WATER LEAK,BASAN00003,IN11,WAT1 - PAC INSIDE WATER ACCUMULATIONN.,2021-01-07,2021-01-30,BA,SAN
10007410,FSEC10020DXDNR1,pac 1 com 2 lp alarm ,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-04-06,2021-07-22,BA,SAN
10007410,FSEC10020DXDNR1,sequencing not happen ,BASAN00003,IN11,SE3 - UNIT MANUALLY STOPPED,2021-10-11,2023-05-26,BA,SAN
10007410,FSEC10020DXDNR1,pac 1 com 2 lp alarm ,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2022-03-21,2022-03-31,BA,SAN
10007410,FSEC10020DXDNR1,pac 1 com 1 lp,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2022-08-19,2022-11-11,BA,SAN
10007410,FSEC10020DXDNR1,pac 1 com 2 lp alarm ,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2022-11-30,2022-12-14,BA,SAN
10007410,FSEC10020DXDNR1,pac 2 lp alram,BASAN00003,IN11,EX1 - EXV CHOKE.,2022-12-24,2023-01-12,BA,SAN
10007410,FSEC10020DXDNR1,Pac 3 com 1 and 2 lp,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2023-01-06,2023-01-23,BA,SAN
10007410,FSEC10020DXDNR1,pac 1 no cooling,BASAN00003,IN11,C001 - HIGH TEMPERATURE IN DATA CENTER.,2023-07-21,2023-10-04,BA,SAN
10007410,FSEC10020DXDNR1,Pac 1 com 1 lp,BASAN00003,IN11,SR1 - TO CHECK THE UNIT STATUS.,2023-10-12,2024-02-14,BA,SAN
10007410,FSEC10020DXDNR1,water leak ,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2024-03-16,2024-04-09,BA,SAN
10007410,FSEC10020DXDNR1,pac 1 com 2 lp,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2024-08-12,2024-10-01,BA,SAN
10007411,FSEC10020DXDNR1,pac 3 com 1 compressor not working,BASAN00003,IN11,CO1 - COMP. TAKING HIGH AMPHERE.,2020-02-24,2020-09-12,BA,SAN
10007411,FSEC10020DXDNR1,pac 3 com 1 lp,BASAN00003,IN11,SR1 - TO CHECK THE UNIT STATUS.,2021-02-05,2021-04-03,BA,SAN
10007411,FSEC10020DXDNR1,pac 3 com 2 lp,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-02-08,2021-04-03,BA,SAN
10007411,FSEC10020DXDNR1,Pac 3 com 1 and com 2 lp,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2022-12-24,2023-01-12,BA,SAN
10007411,FSEC10020DXDNR1,pac 3 com 1 oil leak,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2023-06-15,2023-09-05,BA,SAN
10007411,FSEC10020DXDNR1,pac 3com 2 compressor not working,BASAN00003,IN11,CO1 - COMP. TAKING HIGH AMPHERE.,2024-01-13,2024-03-08,BA,SAN
10007411,FSEC10020DXDNR1,pac 3 i/o trancefrom fail ,BASAN00003,IN11,K09 - TRANSFORMER FAILURE,2024-03-08,2024-04-09,BA,SAN
10007411,FSEC10020DXDNR1,I/o transmission fail Pac 3 ,BASAN00003,IN11,KO3 - CONTROLLER WIRING PROBLEM.,2024-03-18,2024-03-29,BA,SAN
10007411,FSEC10020DXDNR1,I/o transmission fail Pac 3 ,BASAN00003,IN11,K09 - TRANSFORMER FAILURE,2024-03-18,2024-03-29,BA,SAN
10007411,FSEC10020DXDNR1,pac 3 com 1 lp,BASAN00003,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2024-07-02,2024-08-16,BA,SAN
10007411,FSEC10020DXDNR1,pac 3 com 1 lp ,BASAN00003,IN11,SR1 - TO CHECK THE UNIT STATUS.,2024-08-22,2024-09-14,BA,SAN
10007411,FSEC10020DXDNR1,Pac 3 com 1 hp,BASAN00003,IN11,CF1 - CDS. FAN JAM.,2024-09-06,2025-01-02,BA,SAN
10007412,FSEC06520DXDNR1,pac 4 com 2 lp,BAVIS00001,IN11,SL7 - LEAK THROUGH PIN VALVE,2023-02-14,2023-02-20,BA,VIS
10007414,FSEC01610DXUPR1,pac 1 water alarm ,BAJPM00001,IN11,K05 - SMALL CNTRLR FAILURE,2022-08-17,2022-09-08,BA,JPM
10007415,FSEC01610DXUPR1,9th floor b wing pac 13 hp,BAJPM00001,IN11,SR1 - TO CHECK THE UNIT STATUS.,2020-06-12,2020-09-12,BA,JPM
10007415,FSEC01610DXUPR1,9th floor pac 2 outdoor fan stuck,BAJPM00001,IN11,CF1 - CDS. FAN JAM.,2020-11-30,2020-12-10,BA,JPM
10007415,FSEC01610DXUPR1,9th floor pac 14 lp,BAJPM00001,IN11,DR1 - DRIER CHOKE.,2021-03-23,2021-04-03,BA,JPM
10007415,FSEC01610DXUPR1,pac 14 lp,BAJPM00001,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2022-10-31,2022-11-11,BA,JPM
10007416,FSEC02510DXDNR1,8th floor pac 3 outdoor fan stuck,BAJPM00001,IN11,CF1 - CDS. FAN JAM.,2021-03-15,2021-04-03,BA,JPM
10007416,FSEC02510DXDNR1,8th floor pac 3 lp,BAJPM00001,IN11,DR1 - DRIER CHOKE.,2021-12-20,2022-01-12,BA,JPM
10007418,FSEC04310DXUPR1,8th floor b wing pac 5 compressor not working,BAJPM00001,IN11,CO1 - COMP. TAKING HIGH AMPHERE.,2022-01-08,2022-02-01,BA,JPM
10007418,FSEC04310DXUPR1,8th floor b wing pac 5 no cooling ,BAJON00004,IN11,CO1 - COMMISSIONING OF UNITS ON SITE.,2023-06-30,2023-07-27,BA,JON
10007419,FSEC04310DXUPR1,pac 6 outdoor fan stuck,BAJPM00001,IN11,CF1 - CDS. FAN JAM.,2020-03-18,2020-09-12,BA,JPM
10007422,FSEC02710DXDNR1,PAC 1 WATER LEAK,BAMIC00004,IN11,DR2 - DRIER FLARE NUT SIDE LEAK.,2020-03-09,2020-03-13,BA,MIC
10007423,FSEC02710DXDNR1,pac 2 lp alram,BAMIC00004,IN11,SR1 - TO CHECK THE UNIT STATUS.,2020-06-16,2020-08-01,BA,MIC
10007429,FBAS03510DXDNR1,pac 1 ice frosting ,BASAB00001,IN11,C10 - TRIPPED DUE TO AIR SHORTCYCLING,2021-02-15,2021-04-03,BA,SAB
10007429,FBAS03510DXDNR1,pac 1 outdoor fan stuck,BASAB00001,IN11,CF1 - CDS. FAN JAM.,2023-03-01,2023-03-23,BA,SAB
10007430,FBAS03510DXDNR1,Pac 2 gas leak,BASAB00001,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2023-03-01,2023-03-23,BA,SAB
10007430,FBAS03510DXDNR1,pac 2 no cooling,BASAB00001,IN11,CO7 - COMP. CONTACTOR OR MCB FAULTY.,2023-06-23,2023-10-03,BA,SAB
